Review text,Cleaned_Review,Processed_Review,Ratings,Sentiment,Sentiment_Label
The quality of the shettle were not good as exceptedREAD MORE,the quality of the shettle were not good as excepted,quality shettle good excepted,1,Negative,0
Delivered on time and delivery executive is so Pro active. He delivered to security when he sensed am in the meeting .. thanks to such guysREAD MORE,delivered on time and delivery executive is so pro active he delivered to security when he sensed am in the meeting thanks to such guys,delivered time delivery executive pro active delivered security sensed meeting thanks guy,5,Positive,1
Don’t buy the product is very bad got bent after few days of using itREAD MORE,dont buy the product is very bad got bent after few days of using it,dont buy product bad got bent day using,1,Negative,0
BedREAD MORE,bed,bed,2,Negative,0
Excellent product must buyValue for money Long lastingREAD MORE,excellent product must buyvalue for money long lasting,excellent product must buyvalue money long lasting,5,Positive,1
Good products and i played with itI prefer to buy this OnlyREAD MORE,good products and i played with iti prefer to buy this only,good product played iti prefer buy,5,Positive,1
UsefulREAD MORE,useful,useful,5,Positive,1
Totally disappointed local plasticPlease don't buyREAD MORE,totally disappointed local plasticplease dont buy,totally disappointed local plasticplease dont buy,1,Negative,0
Good may god bless you my childREAD MORE,good may god bless you my child,good may god bless child,5,Positive,1
Super.mavis.350.thankyou.flipcartREAD MORE,supermavisthankyouflipcart,supermavisthankyouflipcart,5,Positive,1
"Nice , comfortable for playing, compare to 200i, this is the bestREAD MORE",nice comfortable for playing compare to i this is the best,nice comfortable playing compare best,5,Positive,1
Long lasting good qualityREAD MORE,long lasting good quality,long lasting good quality,4,Positive,1
Absolutely genuine shuttles. They last very long and are strong. I loved it... Very worthy for your money.READ MORE,absolutely genuine shuttles they last very long and are strong i loved it very worthy for your money,absolutely genuine shuttle last long strong loved worthy money,5,Positive,1
Nicely sealed box and looks genuineREAD MORE,nicely sealed box and looks genuine,nicely sealed box look genuine,5,Positive,1
Not as real mevis 350READ MORE,not as real mevis,real mevis,2,Negative,0
"Low quality product, one shuttle starts tearing up after 7-8 games.READ MORE",low quality product one shuttle starts tearing up after games,low quality product one shuttle start tearing game,2,Negative,0
super go for itREAD MORE,super go for it,super go,4,Positive,1
Worast quality..very badREAD MORE,worast qualityvery bad,worast qualityvery bad,1,Negative,0
Quality product. Value for moneyREAD MORE,quality product value for money,quality product value money,5,Positive,1
Gud one..Thxx FlipkartREAD MORE,gud onethxx flipkart,gud onethxx flipkart,5,Positive,1
Good performanceREAD MORE,good performance,good performance,5,Positive,1
Ok original product...READ MORE,ok original product,ok original product,5,Positive,1
As usualREAD MORE,as usual,usual,5,Positive,1
Perfect qualityREAD MORE,perfect quality,perfect quality,5,Positive,1
Thanks seller I got replace orignal product as required.READ MORE,thanks seller i got replace orignal product as required,thanks seller got replace orignal product required,4,Positive,1
Good quality..durability is also more..READ MORE,good qualitydurability is also more,good qualitydurability also,4,Positive,1
Liked itREAD MORE,liked it,liked,4,Positive,1
Shuttle is very slowREAD MORE,shuttle is very slow,shuttle slow,2,Negative,0
It is worth the money we spend to buy it .....good quality 👍READ MORE,it is worth the money we spend to buy it good quality,worth money spend buy good quality,5,Positive,1
I love itREAD MORE,i love it,love,5,Positive,1
Price is too high and low durability Got Damaged after 1 dayREAD MORE,price is too high and low durability got damaged after day,price high low durability got damaged day,2,Negative,0
Nice Product very good for playing and it can survive up to 3 days in normal playing condition.READ MORE,nice product very good for playing and it can survive up to days in normal playing condition,nice product good playing survive day normal playing condition,5,Positive,1
Low quality product send . The shatels are broken when I played 2 games onlyREAD MORE,low quality product send the shatels are broken when i played games only,low quality product send shatels broken played game,4,Positive,1
BrilliantREAD MORE,brilliant,brilliant,4,Positive,1
Awesome Product & Delivery is SuperbREAD MORE,awesome product delivery is superb,awesome product delivery superb,5,Positive,1
"Even it's green cap, the shuttles are toooooooo slowREAD MORE",even its green cap the shuttles are toooooooo slow,even green cap shuttle toooooooo slow,1,Negative,0
"Quality concern,very poor poor quality i ll not recommend to buyREAD MORE",quality concernvery poor poor quality i ll not recommend to buy,quality concernvery poor poor quality recommend buy,2,Negative,0
As expected it is Mavis-350. I liked this oneREAD MORE,as expected it is mavis i liked this one,expected mavis liked one,5,Positive,1
Thank you so muchREAD MORE,thank you so much,thank much,5,Positive,1
Average praductREAD MORE,average praduct,average praduct,5,Positive,1
Some of the shuttles are very fast no drift at all worst purchaseREAD MORE,some of the shuttles are very fast no drift at all worst purchase,shuttle fast drift worst purchase,2,Negative,0
i was really surprised with the speed of delivery...got the product in less than 12 hours...full 5 starsREAD MORE,i was really surprised with the speed of deliverygot the product in less than hoursfull stars,really surprised speed deliverygot product less hoursfull star,5,Positive,1
Super... thanks FlipkartREAD MORE,super thanks flipkart,super thanks flipkart,5,Positive,1
Cork is not worthy. Quality is too poor.READ MORE,cork is not worthy quality is too poor,cork worthy quality poor,2,Negative,0
Original ptoduct.I m happy with that.ty flipcart.today I have just received the item and it seems superb.after playing with the shuttle I will post more review whether it is genuine or not.READ MORE,original ptoducti m happy with thatty flipcarttoday i have just received the item and it seems superbafter playing with the shuttle i will post more review whether it is genuine or not,original ptoducti happy thatty flipcarttoday received item seems superbafter playing shuttle post review whether genuine,5,Positive,1
Good job. Reached my purchase. 3 Before the delivery date. Keep it upREAD MORE,good job reached my purchase before the delivery date keep it up,good job reached purchase delivery date keep,2,Negative,0
Damage  product givenREAD MORE,damage product given,damage product given,1,Negative,0
Item was not upto the markShuttle demaged only in 2 days i think stock was not new manufactured 2 or 3 yearsbackREAD MORE,item was not upto the markshuttle demaged only in days i think stock was not new manufactured or yearsback,item upto markshuttle demaged day think stock new manufactured yearsback,1,Negative,0
Smart buy at only 809..READ MORE,smart buy at only,smart buy,5,Positive,1
This is not mavis350 slow.. the feathers are rough.. and shettle flies outside the court easily. Can't play the proper game..READ MORE,this is not mavis slow the feathers are rough and shettle flies outside the court easily cant play the proper game,mavis slow feather rough shettle fly outside court easily cant play proper game,1,Negative,0
Thank you flipkart for arranging the replacement. I am upgrading the stars. But please ensure that such incidents doesn't happen again.READ MORE,thank you flipkart for arranging the replacement i am upgrading the stars but please ensure that such incidents doesnt happen again,thank flipkart arranging replacement upgrading star please ensure incident doesnt happen,4,Positive,1
Always better this shuttleREAD MORE,always better this shuttle,always better shuttle,4,Positive,1
"It's a good Shuttle for Outdoor.We are always playing with Mavis 350Great Shuttle but "" white is better than green "" 👍READ MORE",its a good shuttle for outdoorwe are always playing with mavis great shuttle but white is better than green,good shuttle outdoorwe always playing mavis great shuttle white better green,4,Positive,1
Genuine Yonex shuttle. Verified the code on sunrise website.READ MORE,genuine yonex shuttle verified the code on sunrise website,genuine yonex shuttle verified code sunrise website,5,Positive,1
